Full_Filepath,Filepath,Filename,Extension,Alt_Data_Stream,Directory_Depth,Filename_Length,Is_Common_Extension,Contains_Double_Ext,Contains_ADS,Is_Malicious
\windows\syswow64\vm3dservice.exe,\windows\syswow64,vm3dservice,exe,,2,11,1,0,0,0
\program files (x86)\nvda\locale\sq\characterdescriptions.dic,\program files (x86)\nvda\locale\sq,characterdescriptions,dic,,4,21,0,0,0,0
\program files\python313\lib\test\xmltestdata\c14n-20\doc.dtd,\program files\python313\lib\test\xmltestdata\c14n-20,doc,dtd,,6,3,0,0,0,0
\windows\winsxs\amd64_microsoft-windows-sechealthui.appxmain_31bf3856ad364e35_<version>_none_9b85b18f680ebb0f\network.theme-dark.ico,\windows\winsxs\amd64_microsoft-windows-sechealthui.appxmain_31bf3856ad364e35_<version>_none_9b85b18f680ebb0f,network.theme-dark,ico,,3,18,0,0,0,0
\program files\libreoffice\help\media\icon-themes\cmd\32\insertobjectfloatingframe.svg,\program files\libreoffice\help\media\icon-themes\cmd\32,insertobjectfloatingframe,svg,,7,25,0,0,0,0
\windows\winsxs\amd64_microsoft-windows-s..ast-black.searchapp_31bf3856ad364e35_<version>_none_e479c512c8bfeb66\applisticon.targetsize-64_altform-unplated.png,\windows\winsxs\amd64_microsoft-windows-s..ast-black.searchapp_31bf3856ad364e35_<version>_none_e479c512c8bfeb66,applisticon.targetsize-64_altform-unplated,png,,3,42,1,0,0,0
\program files\gimp 2\lib\python<version>\site-packages\pip\_internal\distributions\base.pyo,\program files\gimp 2\lib\python<version>\site-packages\pip\_internal\distributions,base,pyo,,8,4,0,0,0,0
\windows\winsxs\amd64_microsoft-windows-t..es-commandlinetools_31bf3856ad364e35_<version>_none_3d7a00ca82c87238\query.exe,\windows\winsxs\amd64_microsoft-windows-t..es-commandlinetools_31bf3856ad364e35_<version>_none_3d7a00ca82c87238,query,exe,,3,5,1,0,0,0
\program files\libreoffice\share\extensions\wiki-publisher\help\sr-latn.done,\program files\libreoffice\share\extensions\wiki-publisher\help,sr-latn,done,,6,7,0,0,0,0
\program files\python313\tcl\tk<version>\demos\entry1.tcl,\program files\python313\tcl\tk<version>\demos,entry1,tcl,,5,6,0,0,0,0
\program files\libreoffice\help\media\icon-themes\res\odm_48_8.svg,\program files\libreoffice\help\media\icon-themes\res,odm_48_8,svg,,6,8,0,0,0,0
\appdata\msncp.exe,\appdata,msncp,exe,,1,5,1,0,0,1
\program files (x86)\microsoft\edge\application\<version>\resiliencylinks\identity_proxy\win10\identity_helper.sparse.dev.msix.data,\program files (x86)\microsoft\edge\application\<version>\resiliencylinks\identity_proxy\win10,identity_helper.sparse.dev.msix,data,,8,31,0,0,0,0
\users\<username>\downloads\photo_2020.jpg:zone.identifier,\users\<username>\downloads,photo_2020,jpg,zone.identifier,3,10,1,0,1,0
\program files\microsoft office\root\office16\sdxs\fa000000129\offlinefiles\officeaicopilot-strings.min_662c5ed923f916a00764c3669a559006.js,\program files\microsoft office\root\office16\sdxs\fa000000129\offlinefiles,officeaicopilot-strings.min_662c5ed923f916a00764c3669a559006,js,,7,60,0,0,0,0
\program files\microsoft office\root\clipart\pub60cor\j0144773.jpg,\program files\microsoft office\root\clipart\pub60cor,j0144773,jpg,,5,8,1,0,0,0
\windows\winsxs\amd64_dual_ntprint.inf_31bf3856ad364e35_<version>_none_c3423ff2a842a4c8\amd64\msxpsinc.gpd,\windows\winsxs\amd64_dual_ntprint.inf_31bf3856ad364e35_<version>_none_c3423ff2a842a4c8\amd64,msxpsinc,gpd,,4,8,0,0,0,0
\windows\syswow64\f12\pdm.dll,\windows\syswow64\f12,pdm,dll,,3,3,1,0,0,0
\xsaejslo\phxldsup.jsp,\xsaejslo,phxldsup,jsp,,1,8,0,0,0,1
\common\servlet\handleedithomeheaderform.do,\common\servlet,handleedithomeheaderform,do,,2,24,0,0,0,1
\program files (x86)\python313-32\lib\test\test_genericpath.py,\program files (x86)\python313-32\lib\test,test_genericpath,py,,4,16,0,0,0,0
\program files\gimp 2\lib\python<version>\site-packages\cachecontrol\compat.py,\program files\gimp 2\lib\python<version>\site-packages\cachecontrol,compat,py,,6,6,0,0,0,0
\program files\gimp 2\share\locale\sr\lc_messages\gimp20-std-plug-ins.mo,\program files\gimp 2\share\locale\sr\lc_messages,gimp20-std-plug-ins,mo,,6,19,0,0,0,0
\windows\system32\driverstore\filerepository\prnms003.inf_x86_225fc18b1060eb47\prnms003.pnf,\windows\system32\driverstore\filerepository\prnms003.inf_x86_225fc18b1060eb47,prnms003,pnf,,5,8,0,0,0,0
\eclipse\plugins\org.eclipse.m2e.sourcelookup_<version>-1350\org\eclipse\m2e\sourcelookup\internal\launch\mavensourcecontainerresolver.class,\eclipse\plugins\org.eclipse.m2e.sourcelookup_<version>-1350\org\eclipse\m2e\sourcelookup\internal\launch,mavensourcecontainerresolver,class,,9,28,0,0,0,0
\windows\serverstandardeval.xml,\windows,serverstandardeval,xml,,1,18,0,0,0,0
\users\<username>\downloads\podcast_episode_08_2021.mp3:zone.identifier,\users\<username>\downloads,podcast_episode_08_2021,mp3,zone.identifier,3,23,1,0,1,0
\program files (x86)\microsoft\edge\application\<version>\notifications\softlandingassetlight.gif,\program files (x86)\microsoft\edge\application\<version>\notifications,softlandingassetlight,gif,,6,21,1,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_898_for_kb5003646~31bf3856ad364e35~amd64~~10.0.1.9.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_898_for_kb5003646~31bf3856ad364e35~amd64~~10.0.1.9,cat,,4,58,0,0,0,0
\windows\winsxs\manifests\amd64_774ce705af2218eff2f494fa3b77216f_31bf3856ad364e35_10.0.10586.71_none_02923627d623d1ef.manifest,\windows\winsxs\manifests,amd64_774ce705af2218eff2f494fa3b77216f_31bf3856ad364e35_10.0.10586.71_none_02923627d623d1ef,manifest,,3,91,0,0,0,0
\program files\gimp 2\lib\python<version>\test\test_site.pyo,\program files\gimp 2\lib\python<version>\test,test_site,pyo,,5,9,0,0,0,0
\program files\libreoffice\share\extensions\nlpsolver\help\mr.done,\program files\libreoffice\share\extensions\nlpsolver\help,mr,done,,6,2,0,0,0,0
\program files\python313\tcl\tcl<version>\tzdata\america\managua,\program files\python313\tcl\tcl<version>\tzdata\america,managua,,,6,7,0,0,0,0
\windows\syswow64\migwiz\dlmanifests\webenroll-dl.man,\windows\syswow64\migwiz\dlmanifests,webenroll-dl,man,,4,12,0,0,0,0
\program files\microsoft office\root\office16\sdxs\fa000000018\assets\-1424699178\cardview-addtotable@2x.png,\program files\microsoft office\root\office16\sdxs\fa000000018\assets\-1424699178,cardview-addtotable@2x,png,,8,22,1,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_1960_for_kb4048953~31bf3856ad364e35~amd64~~10.0.1.3.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_1960_for_kb4048953~31bf3856ad364e35~amd64~~10.0.1.3,cat,,4,59,0,0,0,0
\windows\syswow64\migwiz\dlmanifests\ipsec-svc-dl.man,\windows\syswow64\migwiz\dlmanifests,ipsec-svc-dl,man,,4,12,0,0,0,0
\program files\zoom\resources\emojis\1f64d-1f3fe-2642.svg,\program files\zoom\resources\emojis,1f64d-1f3fe-2642,svg,,4,16,0,0,0,0
\windows\syswow64\windowspowershell\v<version>\modules\storage\resiliencysetting.cdxml,\windows\syswow64\windowspowershell\v<version>\modules\storage,resiliencysetting,cdxml,,6,17,0,0,0,0
\windows\syswow64\en-us\winnlsres.dll.mui,\windows\syswow64\en-us,winnlsres.dll,mui,,3,13,1,1,0,0
\program files\libreoffice\share\fingerprint\az.lm,\program files\libreoffice\share\fingerprint,az,lm,,4,2,0,0,0,0
\windows\syswow64\windowspowershell\v<version>\modules\printmanagement\msft_printerconfiguration.types.ps1xml,\windows\syswow64\windowspowershell\v<version>\modules\printmanagement,msft_printerconfiguration.types,ps1xml,,6,31,0,0,0,0
\program files\gimp 2\lib\python<version>\site-packages\pip\_vendor\html5lib\filters\optionaltags.py,\program files\gimp 2\lib\python<version>\site-packages\pip\_vendor\html5lib\filters,optionaltags,py,,9,12,0,0,0,0
\program files\krita (x64)\share\krita\images\krita-sumi.png,\program files\krita (x64)\share\krita\images,krita-sumi,png,,5,10,1,0,0,0
\program files\libreoffice\help\media\icon-themes\sd\res\presenterscreen-buttonframeleftmouseover.svg,\program files\libreoffice\help\media\icon-themes\sd\res,presenterscreen-buttonframeleftmouseover,svg,,7,40,0,0,0,0
\programdata\caphyon\wsmprovhost.exe,\programdata\caphyon,wsmprovhost,exe,,2,11,1,0,0,1
\program files\inkscape\share\inkscape\icons\hicolor\symbolic\actions\interpolate-rotate-y-symbolic.svg,\program files\inkscape\share\inkscape\icons\hicolor\symbolic\actions,interpolate-rotate-y-symbolic,svg,,8,29,0,0,0,0
\program files (x86)\microsoft onedrive\<version>\bundle\assets\src\settingsview\assets\images\syncicon.png,\program files (x86)\microsoft onedrive\<version>\bundle\assets\src\settingsview\assets\images,syncicon,png,,9,8,1,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_4191_for_kb5003171~31bf3856ad364e35~amd64~~10.0.1.4.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_4191_for_kb5003171~31bf3856ad364e35~amd64~~10.0.1.4,cat,,4,59,0,0,0,0
\windows\syswow64\hgcpl.dll,\windows\syswow64,hgcpl,dll,,2,5,1,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_for_rollupfix~31bf3856ad364e35~amd64~~19041.572.1.8.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_for_rollupfix~31bf3856ad364e35~amd64~~19041.572.1.8,cat,,4,59,0,0,0,0
\windows\winsxs\amd64_microsoft-windows-m..elmanifests-inetsrv_31bf3856ad364e35_<version>_none_5aab5a12af69250d\msmq-messagingcoreservice-dl.man,\windows\winsxs\amd64_microsoft-windows-m..elmanifests-inetsrv_31bf3856ad364e35_<version>_none_5aab5a12af69250d,msmq-messagingcoreservice-dl,man,,3,28,0,0,0,0
\windows\syswow64\cabinet.dll,\windows\syswow64,cabinet,dll,,2,7,1,0,0,0
\windows\winsxs\amd64_dual_wpdmtp.inf_31bf3856ad364e35_<version>_none_f3f3f27a8f89a4d0\wpdmtpdr.dll,\windows\winsxs\amd64_dual_wpdmtp.inf_31bf3856ad364e35_<version>_none_f3f3f27a8f89a4d0,wpdmtpdr,dll,,3,8,1,0,0,0
\windows\mtmon.sdb,\windows,mtmon,sdb,,1,5,0,0,0,1
\windows\system32\driverstore\filerepository\prncacla.inf_amd64_b62d982f43099a77\amd64\cnb_bidiwsd3.xml,\windows\system32\driverstore\filerepository\prncacla.inf_amd64_b62d982f43099a77\amd64,cnb_bidiwsd3,xml,,6,12,0,0,0,0
\program files\microsoft office\root\office16\sdxs\fa000000167\urlmap.ini,\program files\microsoft office\root\office16\sdxs\fa000000167,urlmap,ini,,6,6,1,0,0,0
\program files\google\drive file stream\<version>\drivefsext.dll,\program files\google\drive file stream\<version>,drivefsext,dll,,4,10,1,0,0,0
\program files (x86)\nvda\locale\hi\cldr.dic,\program files (x86)\nvda\locale\hi,cldr,dic,,4,4,0,0,0,0
\program files\gimp 2\bin\libpython2.7.dll,\program files\gimp 2\bin,libpython2.7,dll,,3,12,1,0,0,0
\all users\application data\update.msi,\all users\application data,update,msi,,2,6,1,0,0,1
\program files\microsoft office\root\licenses16\projectpro2024vl_kms_client_ae-ppd.xrm-ms,\program files\microsoft office\root\licenses16,projectpro2024vl_kms_client_ae-ppd,xrm-ms,,4,34,0,0,0,0
\windows\system32\migwiz\dlmanifests\microsoft-windows-textservicesframework-migration-dl\msctfmig.dll,\windows\system32\migwiz\dlmanifests\microsoft-windows-textservicesframework-migration-dl,msctfmig,dll,,5,8,1,0,0,0
\users\<username>\appdata\roaming\t75xm.vbs:bin,\users\<username>\appdata\roaming,t75xm,vbs,bin,4,5,0,0,1,1
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_2053_for_kb5001342~31bf3856ad364e35~amd64~~10.0.1.5.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_2053_for_kb5001342~31bf3856ad364e35~amd64~~10.0.1.5,cat,,4,59,0,0,0,0
\program files (x86)\amazon corretto\jdk<version>_442\sample\nio\chatserver\datareader.java,\program files (x86)\amazon corretto\jdk<version>_442\sample\nio\chatserver,datareader,java,,6,10,0,0,0,0
\windows\servicing\packages\microsoft-windows-grouppolicy-clienttools-group-ds-package~31bf3856ad364e35~amd64~~10.0.15063.0.cat,\windows\servicing\packages,microsoft-windows-grouppolicy-clienttools-group-ds-package~31bf3856ad364e35~amd64~~10.0.15063.0,cat,,3,95,0,0,0,0
\windows\winsxs\wow64_microsoft-windows-shell32_31bf3856ad364e35_<version>_none_5489b944a51e7923\r\shell32.dll,\windows\winsxs\wow64_microsoft-windows-shell32_31bf3856ad364e35_<version>_none_5489b944a51e7923\r,shell32,dll,,4,7,1,0,0,0
\program files\libreoffice\help\media\icon-themes\cmd\sc_flowchartshapes.flowchart-document.svg,\program files\libreoffice\help\media\icon-themes\cmd,sc_flowchartshapes.flowchart-document,svg,,6,37,0,0,0,0
\windows\servicing\packages\microsoft-windows-wordpad-fod-package-wrapper~31bf3856ad364e35~amd64~~10.0.19041.1682.cat,\windows\servicing\packages,microsoft-windows-wordpad-fod-package-wrapper~31bf3856ad364e35~amd64~~10.0.19041.1682,cat,,3,85,0,0,0,0
\windows\winsxs\backup\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_5.82.20348.1_hu-hu_22e36cdd74cff92d.manifest,\windows\winsxs\backup,amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_5.82.20348.1_hu-hu_22e36cdd74cff92d,manifest,,3,99,0,0,0,0
\program files\microsoft office\root\office16\sdxs\fa000000163\offlinefiles\excel-start-copilot-strings.min_21133a72fcffa11244a4d9035e1611c5.js,\program files\microsoft office\root\office16\sdxs\fa000000163\offlinefiles,excel-start-copilot-strings.min_21133a72fcffa11244a4d9035e1611c5,js,,7,64,0,0,0,0
\chrome\ultravnc.ini,\chrome,ultravnc,ini,,1,8,1,0,0,1
\python27\lib\test\test_enumerate.py,\python27\lib\test,test_enumerate,py,,3,14,0,0,0,0
\program files\gimp 2\share\gimp\<version>\icons\symbolic-high-contrast\scalable\apps\gimp-pivot-south-east.svg,\program files\gimp 2\share\gimp\<version>\icons\symbolic-high-contrast\scalable\apps,gimp-pivot-south-east,svg,,9,21,0,0,0,0
\program files (x86)\avira\launcher\htmlui\symbol\png\help_hovered.png,\program files (x86)\avira\launcher\htmlui\symbol\png,help_hovered,png,,6,12,1,0,0,0
\users\<username>\documents\resume.docx:zone.identifier,\users\<username>\documents,resume,docx,zone.identifier,3,6,1,0,1,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_1104_for_kb5019966~31bf3856ad364e35~amd64~~10.0.1.9.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_1104_for_kb5019966~31bf3856ad364e35~amd64~~10.0.1.9,cat,,4,59,0,0,0,0
\program files\libreoffice\help\media\icon-themes\cmd\32\connectorlinescircleend.svg,\program files\libreoffice\help\media\icon-themes\cmd\32,connectorlinescircleend,svg,,7,23,0,0,0,0
\program files\blender foundation\blender <version>\<version>\python\lib\wsgiref\handlers.py,\program files\blender foundation\blender <version>\<version>\python\lib\wsgiref,handlers,py,,7,8,0,0,0,0
\windows\system32\driverstore\filerepository\c_scsiadapter.inf_amd64_ae41c77ead45a927\c_scsiadapter.inf,\windows\system32\driverstore\filerepository\c_scsiadapter.inf_amd64_ae41c77ead45a927,c_scsiadapter,inf,,5,13,0,0,0,0
\program files\zoom\resources\emojis\1f685.svg,\program files\zoom\resources\emojis,1f685,svg,,4,5,0,0,0,0
\program files\microsoft office\root\clipart\pub60cor\hm00172_.wmf,\program files\microsoft office\root\clipart\pub60cor,hm00172_,wmf,,5,8,0,0,0,0
\district\servlet\axis2-web\index.jsp,\district\servlet\axis2-web,index,jsp,,3,5,0,0,0,1
\program files\libreoffice\help\media\icon-themes\cmd\lc_calloutshapes.line-callout-1.svg,\program files\libreoffice\help\media\icon-themes\cmd,lc_calloutshapes.line-callout-1,svg,,6,31,0,0,0,0
\users\<username>\documents\notes_2022.txt:zone.identifier,\users\<username>\documents,notes_2022,txt,zone.identifier,3,10,1,0,1,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\hyperv-ux-powershell-module-hyperv-merged-package~31bf3856ad364e35~amd64~~10.0.22621.608.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},hyperv-ux-powershell-module-hyperv-merged-package~31bf3856ad364e35~amd64~~10.0.22621.608,cat,,4,88,0,0,0,0
\program files\microsoft office\root\office16\sdxs\fa000000088\_office_iss_excel_shared_ux\businessbar\strings.resjson,\program files\microsoft office\root\office16\sdxs\fa000000088\_office_iss_excel_shared_ux\businessbar,strings,resjson,,8,7,0,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\microsoft-windows-pushnotify-package~31bf3856ad364e35~amd64~~10.0.22000.120.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},microsoft-windows-pushnotify-package~31bf3856ad364e35~amd64~~10.0.22000.120,cat,,4,75,0,0,0,0
\windows\syswow64\downlevel\api-ms-win-crt-time-l1-1-0.dll,\windows\syswow64\downlevel,api-ms-win-crt-time-l1-1-0,dll,,3,26,1,0,0,0
\users\<username>\appdata\roaming\x4pnlz.dll:bin,\users\<username>\appdata\roaming,x4pnlz,dll,bin,4,6,1,0,1,1
\program files\dotnet\shared\microsoft.netcore.app\<version>\system.runtime.intrinsics.dll,\program files\dotnet\shared\microsoft.netcore.app\<version>,system.runtime.intrinsics,dll,,5,25,1,0,0,0
\program files\zoom\resources\emojis\1f646-1f3fc.svg,\program files\zoom\resources\emojis,1f646-1f3fc,svg,,4,11,0,0,0,0
\windows\syswow64\atmfd.dll,\windows\syswow64,atmfd,dll,,2,5,1,0,0,0
\windows\syswow64\en-us\useraccountcontrolsettings.dll.mui,\windows\syswow64\en-us,useraccountcontrolsettings.dll,mui,,3,30,1,1,0,0
\windows\winsxs\x86_microsoft.windows.c..-controls.resources_6595b64144ccf1df_<version>_fi-fi_9b1918091ac519a6\comctl32.dll.mui,\windows\winsxs\x86_microsoft.windows.c..-controls.resources_6595b64144ccf1df_<version>_fi-fi_9b1918091ac519a6,comctl32.dll,mui,,3,12,1,1,0,0
\windows\winsxs\amd64_microsoft-windows-aarsvc_31bf3856ad364e35_<version>_none_d7cc3adf5a783b56\ti_dnn_fast_pt-br.table,\windows\winsxs\amd64_microsoft-windows-aarsvc_31bf3856ad364e35_<version>_none_d7cc3adf5a783b56,ti_dnn_fast_pt-br,table,,3,17,0,0,0,0
\program files\krita (x64)\lib\site-packages\pyqt5\uic\widget-plugins\qtprintsupport.py,\program files\krita (x64)\lib\site-packages\pyqt5\uic\widget-plugins,qtprintsupport,py,,7,14,0,0,0,0
\windows\servicing\packages\microsoft-windows-directoryservices-adam-tools-opt-package~31bf3856ad364e35~amd64~en-us~10.0.19041.1.mum,\windows\servicing\packages,microsoft-windows-directoryservices-adam-tools-opt-package~31bf3856ad364e35~amd64~en-us~10.0.19041.1,mum,,3,100,0,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\microsoft-windows-remotefx-clientvm-remotefxwddmdriver-wow64-package~31bf3856ad364e35~amd64~~10.0.14393.0.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},microsoft-windows-remotefx-clientvm-remotefxwddmdriver-wow64-package~31bf3856ad364e35~amd64~~10.0.14393.0,cat,,4,105,0,0,0,0
\windows\winsxs\backup\amd64_microsoft-windows-refs_31bf3856ad364e35_10.0.22000.1574_none_1f928a2b549bbedc_refs.sys_d7e6d167,\windows\winsxs\backup,amd64_microsoft-windows-refs_31bf3856ad364e35_10.0.22000.1574_none_1f928a2b549bbedc_refs,sys_d7e6d167,,3,88,0,0,0,0
\windows\servicing\lcu\package_for_rollupfix~31bf3856ad364e35~amd64~~<version>\microsoft-windows-console-host-full-merged-package~31bf3856ad364e35~amd64~bg-bg~10.0.19041.3636.mum,\windows\servicing\lcu\package_for_rollupfix~31bf3856ad364e35~amd64~~<version>,microsoft-windows-console-host-full-merged-package~31bf3856ad364e35~amd64~bg-bg~10.0.19041.3636,mum,,4,95,0,0,0,0
\program files (x86)\microsoft onedrive\setup\logs\install_2025-01-24_232805_9960-4604.log,\program files (x86)\microsoft onedrive\setup\logs,install_2025-01-24_232805_9960-4604,log,,4,35,0,0,0,0
\windows\winsxs\backup\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.14393.447_fi-fi_f70ac0c7e869916f_comctl32.dll.mui_0da4e682,\windows\winsxs\backup,amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.14393.447_fi-fi_f70ac0c7e869916f_comctl32.dll,mui_0da4e682,,3,113,0,1,0,0
\program files\krita (x64)\bin\icudt-72.dll,\program files\krita (x64)\bin,icudt-72,dll,,3,8,1,0,0,0
\program files\microsoft office\root\clipart\pub60cor\j0198712.wmf,\program files\microsoft office\root\clipart\pub60cor,j0198712,wmf,,5,8,0,0,0,0
\program files (x86)\python313-32\include\pystats.h,\program files (x86)\python313-32\include,pystats,h,,3,7,0,0,0,0
\windows\winsxs\amd64_microsoft-windows-s..verstandard-license_31bf3856ad364e35_<version>_none_047b26b482c413a7\serverstandard-oem-slp-2-ul-rtm.xrm-ms,\windows\winsxs\amd64_microsoft-windows-s..verstandard-license_31bf3856ad364e35_<version>_none_047b26b482c413a7,serverstandard-oem-slp-2-ul-rtm,xrm-ms,,3,31,0,0,0,0
\appdata\local\temp\helpernt.txt,\appdata\local\temp,helpernt,txt,,3,8,1,0,0,1
\program files (x86)\mediamonkey\mediamonkeyembedded.exe,\program files (x86)\mediamonkey,mediamonkeyembedded,exe,,2,19,1,0,0,0
\program files (x86)\python313-32\lib\_pyrepl\fancy_termios.py,\program files (x86)\python313-32\lib\_pyrepl,fancy_termios,py,,4,13,0,0,0,0
\programdata\pe_https_x64_360_1.exe,\programdata,pe_https_x64_360_1,exe,,1,18,1,0,0,1
\program files\inkscape\share\inkscape\extensions\inkman\inkman\inkman\data\pixmaps\not-found.png,\program files\inkscape\share\inkscape\extensions\inkman\inkman\inkman\data\pixmaps,not-found,png,,10,9,1,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_5045_for_kb5003646~31bf3856ad364e35~amd64~~10.0.1.9.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_5045_for_kb5003646~31bf3856ad364e35~amd64~~10.0.1.9,cat,,4,59,0,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\package_32_for_kb4538461~31bf3856ad364e35~amd64~~10.0.1.7.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},package_32_for_kb4538461~31bf3856ad364e35~amd64~~10.0.1.7,cat,,4,57,0,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\microsoft-windows-servermanager-ux-arw-plugins-package-printscan~31bf3856ad364e35~amd64~~10.0.20348.1.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},microsoft-windows-servermanager-ux-arw-plugins-package-printscan~31bf3856ad364e35~amd64~~10.0.20348.1,cat,,4,101,0,0,0,0
\eclipse\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_<version>.v20241023-1957\jre\legal\jdk.security.jgss\license,\eclipse\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_<version>.v20241023-1957\jre\legal\jdk.security.jgss,license,,,6,7,0,0,0,0
\windows\system32\config\systemprofile\appdata\local\microsoft\installservice\{4c54afa7-66be-4009-9a9f-c8aa9198e18f}.checkpoint,\windows\system32\config\systemprofile\appdata\local\microsoft\installservice,{4c54afa7-66be-4009-9a9f-c8aa9198e18f},checkpoint,,8,38,0,0,0,0
\program files (x86)\openoffice 4\share\gallery\sounds\pluck.wav,\program files (x86)\openoffice 4\share\gallery\sounds,pluck,wav,,5,5,1,0,0,0
\program files\krita (x64)\lib\site-packages\pyqt5\bindings\qtquick\qtquick.toml,\program files\krita (x64)\lib\site-packages\pyqt5\bindings\qtquick,qtquick,toml,,7,7,0,0,0,0
\users\<username>\libraries\radm\desktop.ini:koddsuffyuc.jpg,\users\<username>\libraries\radm,desktop,ini,koddsuffyuc.jpg,4,7,1,0,1,1
\windows\winsxs\catalogs\1d2a2564fd27a7da7bbc2b27f6a380b6a51c41e7ec0e4c600e494b29cf2e5020.cat,\windows\winsxs\catalogs,1d2a2564fd27a7da7bbc2b27f6a380b6a51c41e7ec0e4c600e494b29cf2e5020,cat,,3,64,0,0,0,0
\program files\avast software\avast\setup\instup.exe,\program files\avast software\avast\setup,instup,exe,,4,6,1,0,0,0
\windows\winsxs\amd64_microsoft-windows-w..ystem-adm.resources_31bf3856ad364e35_<version>_en-us_e9009c92ce8b44e7\windowscolorsystem.adml,\windows\winsxs\amd64_microsoft-windows-w..ystem-adm.resources_31bf3856ad364e35_<version>_en-us_e9009c92ce8b44e7,windowscolorsystem,adml,,3,18,0,0,0,0
\program files\inkscape\share\inkscape\icons\dash\symbolic\actions\draw-geometry-mirror-symbolic.svg,\program files\inkscape\share\inkscape\icons\dash\symbolic\actions,draw-geometry-mirror-symbolic,svg,,8,29,0,0,0,0
\program files (x86)\microsoft\edgeupdate\download\{56eb18f8-b008-4cbd-b6d2-8c97fe7e9062}\<version>\microsoftedge_x64_107.0.1418.62.exe,\program files (x86)\microsoft\edgeupdate\download\{56eb18f8-b008-4cbd-b6d2-8c97fe7e9062}\<version>,microsoftedge_x64_107.0.1418.62,exe,,6,31,1,0,0,0
\temp\obedience.exe,\temp,obedience,exe,,1,9,1,0,0,1
\program files (x86)\python313-32\lib\test\test_tuple.py,\program files (x86)\python313-32\lib\test,test_tuple,py,,4,10,0,0,0,0
\program files\zoom\resources\emojis\1f943.svg,\program files\zoom\resources\emojis,1f943,svg,,4,5,0,0,0,0
\program files\python313\doc\html\library\http.cookiejar.html,\program files\python313\doc\html\library,http.cookiejar,html,,5,14,1,0,0,0
\program files\inkscape\share\icons\adwaita\symbolic\status\audio-volume-low-rtl-symbolic.svg,\program files\inkscape\share\icons\adwaita\symbolic\status,audio-volume-low-rtl-symbolic,svg,,7,29,0,0,0,0
\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee}\hyperv-storage-virtualdevice-ide-package~31bf3856ad364e35~amd64~~10.0.19041.1889.cat,\windows\system32\catroot\{f750e6c3-38ee-11d1-85e5-00c04fc295ee},hyperv-storage-virtualdevice-ide-package~31bf3856ad364e35~amd64~~10.0.19041.1889,cat,,4,80,0,0,0,0
\windows\winsxs\backup\wow64_microsoft-windows-advapi32_31bf3856ad364e35_10.0.17763.3532_none_3b1736cb8cc00bc9_advapi32.dll_9512793c,\windows\winsxs\backup,wow64_microsoft-windows-advapi32_31bf3856ad364e35_10.0.17763.3532_none_3b1736cb8cc00bc9_advapi32,dll_9512793c,,3,96,0,0,0,0
